Trader,Asset Name,Status,Trade Type,Payout,Investment,Trader Profit,Trading Strike,Close Strike,Trading Time,Close Time
trader C,AUD/USD,Closed,Put,1.9,3000,2700,0.62834,0.62826,2020-04-16 05:17:01.050,2020-04-16 05:18:01.050
trader C,GBP/JPY,Closed,Call,1.9,2000,1800,149.644,149.665,2021-04-16 08:30:00.060,2021-04-16 08:31:00.060
trader C,USD/JPY,Closed,Put,1.85,1200,1020,107.472,107.447,2020-04-21 12:45:15.370,2020-04-21 12:50:00.000
trader C,USD/JPY,Closed,Call,1.88,1000,-1000,109.286,109.262,2019-12-20 07:00:11.560,2019-12-20 07:05:00.000
trader C,AUD/NZD,Sold,Call,1.85,1000,25.3035,1.08389,1.08393,2021-01-19 15:04:59.680,2021-01-19 15:08:36.963
trader C,GBP/JPY,Closed,Call,1.85,1700,1445,140.234,140.261,2019-11-12 17:54:59.010,2019-11-12 17:59:59.010
trader A,BITCOIN,Closed,Put,2.05,5590,-5590,37348.2,37491.6,2021-06-18 02:30:33.020,2021-06-18 02:33:33.020
trader C,USD/JPY,Closed,Put,1.85,1000,850,108.131,108.121,2021-04-26 18:44:26.490,2021-04-26 18:50:00.000
trader C,NZD/USD,Closed,Put,1.88,1000,-1000,0.6339,0.63419,2019-10-17 13:20:25.510,2019-10-17 13:25:00.000
trader C,USD/JPY,Closed,Put,1.85,5000,-5000,107.574,107.6,2020-04-27 00:15:02.400,2020-04-27 00:20:00.000
trader C,AUD/USD,Closed,Put,1.85,1000,850,0.67968,0.67967,2019-11-25 07:35:01.400,2019-11-25 07:40:01.400
trader C,NZD/JPY,Closed,Call,1.95,1000,-1000,68.848,68.847,2019-09-16 07:22:11.250,2019-09-16 07:23:11.250
trader B,EUR/USD,Closed,Call,1.85,35000,29750,1.19205,1.19221,2021-06-23 02:24:59.680,2021-06-23 02:35:00.000
trader C,USD/JPY,Closed,Call,1.85,1000,850,107.361,107.383,2020-05-19 03:10:06.380,2020-05-19 03:15:06.380
trader C,USD/JPY,Closed,Put,1.9,8000,-8000,107.798,107.802,2020-05-20 03:38:14.920,2020-05-20 03:41:14.920
trader C,EUR/USD,Closed,Put,1.85,1000,850,1.08249,1.08243,2020-04-23 05:06:54.540,2020-04-23 05:10:00.000
trader C,NZD/JPY,Closed,Call,1.85,10000,-10000,63.894,63.889,2020-04-21 13:00:15.070,2020-04-21 13:05:00.000
trader C,EUR/AUD,Closed,Put,1.85,1000,850,1.71906,1.71903,2020-04-22 11:36:17.920,2020-04-22 11:40:00.000
trader C,USD/JPY,Closed,Put,1.85,1000,850,106.382,106.367,2020-05-07 07:50:00.530,2020-05-07 07:55:00.530
trader C,USD/JPY,Sold,Put,1.85,1000,468.1026,107.928,107.902,2020-04-20 06:13:32.910,2020-04-20 06:21:12.357
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,107.166,107.127,2020-07-21 12:28:01.890,2020-07-21 12:31:01.890
trader C,USD/JPY,Closed,Put,1.9,1000,900,106.339,106.334,2020-05-07 07:21:00.430,2020-05-07 07:24:00.430
trader C,EUR/AUD,Closed,Call,1.85,1000,850,1.54913,1.54947,2021-04-27 05:13:00.430,2021-04-27 05:20:00.000
trader C,AUD/JPY,Closed,Put,1.9,1000,900,76.66,76.65,2020-11-25 09:44:15.640,2020-11-25 09:45:15.640
trader C,USD/JPY,Sold,Put,1.85,1000,-375.099,109.167,109.17,2021-03-25 23:01:27.970,2021-03-25 23:03:50.213
trader C,AUD/USD,Closed,Call,1.9,1000,-1000,0.7583,0.75823,2021-03-24 23:00:42.230,2021-03-24 23:01:42.230
trader C,GBP/USD,Closed,Call,1.85,10000,-10000,1.21904,1.2189,2020-05-19 03:04:59.190,2020-05-19 03:10:00.000
trader B,EUR/JPY,Closed,Put,1.85,37000,-37000,131.256,131.292,2021-06-21 13:40:00.230,2021-06-21 13:45:00.230
trader C,USD/JPY,Closed,Put,1.9,1000,-1000,108.867,108.869,2021-03-19 16:16:00.580,2021-03-19 16:19:00.580
trader C,AUD/USD,Closed,Put,1.85,5000,4250,0.65181,0.6515,2020-05-12 14:59:57.920,2020-05-12 15:05:00.000
trader C,GBP/AUD,Sold,Put,1.85,1000,3.0707,1.93043,1.93015,2020-05-06 07:00:49.420,2020-05-06 07:05:02.647
trader C,USD/JPY,Closed,Call,1.85,1000,-1000,108.911,108.89,2021-04-14 23:46:24.360,2021-04-14 23:50:00.000
trader C,USD/JPY,Closed,Put,1.95,2000,-2000,108.711,108.714,2019-10-16 17:32:59.760,2019-10-16 17:33:59.760
trader C,AUD/USD,Closed,Put,1.95,1000,950,0.6837,0.68363,2019-09-17 05:42:11.890,2019-09-17 05:43:11.890
trader C,USD/JPY,Closed,Put,1.95,1000,950,105.123,105.112,2021-02-12 14:18:53.240,2021-02-12 14:19:23.240
trader C,NZD/JPY,Closed,Call,1.9,1000,900,69.667,69.677,2020-08-26 07:44:00.900,2020-08-26 07:47:00.900
trader C,EUR/AUD,Sold,Put,1.85,1000,-701.796,1.54978,1.55009,2021-04-19 15:31:55.860,2021-04-19 15:35:02.573
trader C,EUR/JPY,Closed,Put,1.9,1000,900,130.328,130.327,2021-04-12 23:14:59.490,2021-04-12 23:15:59.490
trader C,USD/CAD,Closed,Call,1.85,1000,-1000,1.30989,1.30953,2020-11-23 16:35:00.100,2020-11-23 16:40:00.000
trader A,BITCOIN,Closed,Put,2.05,5625,-5625,37703.4,37774.8,2021-06-18 10:38:19.940,2021-06-18 10:41:19.940
trader C,EUR/USD,Closed,Put,1.88,2000,1760,1.10278,1.10273,2019-10-10 09:45:01.100,2019-10-10 09:50:00.000
trader C,NZD/JPY,Closed,Put,1.85,1000,-1000,63.812,63.825,2020-05-18 02:08:09.880,2020-05-18 02:15:00.000
trader C,NZD/USD,Closed,Call,1.85,1000,850,0.7181,0.7184,2021-04-19 12:22:47.220,2021-04-19 12:35:00.000
trader C,EUR/JPY,Closed,Call,1.85,1000,-1000,126.521,126.517,2020-12-03 07:10:20.460,2020-12-03 07:15:00.000
trader C,GBP/JPY,Closed,Call,1.9,1000,900,151.775,151.94,2021-04-07 08:29:59.150,2021-04-07 08:30:59.150
trader C,AUD/USD,Closed,Call,1.9,1000,900,0.70329,0.7034,2020-06-09 00:27:04.390,2020-06-09 00:30:04.390
trader C,GBP/AUD,Closed,Put,1.85,3000,2550,1.8281,1.82748,2020-06-09 15:20:03.400,2020-06-09 15:25:00.000
trader C,GBP/JPY,Closed,Put,1.85,11000,9350,133.586,133.484,2020-06-25 11:12:36.590,2020-06-25 11:20:00.000
trader C,CHF/JPY,Closed,Call,1.88,5000,4400,107.845,107.882,2019-10-02 08:04:06.320,2019-10-02 08:15:00.000
trader C,USD/JPY,Closed,Put,1.9,1000,-1000,107.408,107.448,2020-05-18 12:54:59.320,2020-05-18 12:57:59.320
trader C,USD/JPY,Closed,Put,1.9,1000,-1000,107.724,107.731,2020-04-21 14:49:07.660,2020-04-21 14:50:07.660
trader C,EUR/USD,Closed,Call,1.85,8000,-8000,1.11108,1.11089,2019-11-05 12:09:59.650,2019-11-05 12:14:59.650
trader C,GOLD,Closed,Put,1.85,5010,4258.5,1705.56,1704.05,2020-05-12 07:42:24.210,2020-05-12 07:55:00.000
trader C,USD/JPY,Closed,Put,2.3,10000,13000,108.504,108.495,2021-03-11 00:54:35.040,2021-03-11 00:55:05.040
trader C,EUR/USD,Closed,Put,1.85,1000,850,1.09631,1.09602,2020-04-14 12:00:10.900,2020-04-14 12:05:00.000
trader C,EUR/USD,Closed,Put,1.85,1000,-1000,1.08511,1.0853,2020-05-13 10:15:06.450,2020-05-13 10:20:00.000
trader C,AUD/JPY,Sold,Put,1.85,2000,201.9077,69.315,69.299,2020-04-27 15:10:48.890,2020-04-27 15:10:48.890
trader C,GBP/USD,Sold,Put,1.88,1000,66.3349,1.28686,1.2868,2019-11-25 08:00:00.150,2019-11-25 08:03:26.780
trader C,USD/JPY,Closed,Call,1.9,1000,900,107.067,107.068,2020-07-22 13:00:32.450,2020-07-22 13:03:32.450
trader C,USD/JPY,Closed,Put,2.3,3000,3900,108.846,108.838,2021-03-23 00:54:35.970,2021-03-23 00:55:05.970
trader C,EUR/JPY,Closed,Call,1.88,1000,880,121.291,121.324,2019-10-31 06:35:02.780,2019-10-31 06:40:00.000
trader C,EUR/GBP,Closed,Put,1.88,5000,4400,0.888,0.88781,2019-10-03 17:20:05.310,2019-10-03 17:30:00.000
trader C,EUR/JPY,Closed,Call,1.9,2000,-2000,122.336,122.302,2020-07-20 13:59:01.320,2020-07-20 14:02:01.320
trader C,USD/JPY,Closed,Put,1.95,1000,-1000,108.848,108.859,2021-03-25 00:51:06.670,2021-03-25 00:51:36.670
trader C,GBP/JPY,Closed,Put,1.9,1000,900,139.117,139.103,2020-11-30 23:11:22.750,2020-11-30 23:14:22.750
trader C,EUR/USD,Closed,Put,1.85,5000,-5000,1.09429,1.09434,2020-05-04 06:45:01.680,2020-05-04 06:50:00.000
trader C,USD/JPY,Closed,Put,1.9,1000,900,107.213,107.189,2020-05-11 07:17:04.990,2020-05-11 07:20:04.990
trader C,USD/JPY,Closed,Call,1.85,2000,-2000,107.893,107.871,2020-05-20 01:01:08.130,2020-05-20 01:06:08.130
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,107.304,107.293,2020-07-21 08:22:00.690,2020-07-21 08:25:00.690
trader C,CAD/JPY,Closed,Call,1.85,5000,-5000,76.23,76.222,2020-05-15 08:24:50.680,2020-05-15 08:30:00.000
trader C,EUR/AUD,Sold,Put,1.88,1000,-571.234,1.61641,1.61668,2019-09-18 14:00:14.590,2019-09-18 14:05:31.233
trader B,AUD/JPY,Closed,Call,1.85,37000,-37000,82.361,82.341,2021-06-21 03:24:59.970,2021-06-21 03:29:59.970
trader C,CHF/JPY,Closed,Call,1.88,2000,1760,109.817,109.9,2019-10-18 10:35:05.110,2019-10-18 10:40:00.000
trader C,EUR/USD,Closed,Put,1.85,3300,2805,1.11753,1.11719,2019-11-04 07:20:03.020,2019-11-04 07:25:03.020
trader C,USD/JPY,Closed,Put,1.9,4000,3600,106.37,106.358,2020-05-07 07:54:00.980,2020-05-07 07:57:00.980
trader C,GBP/USD,Closed,Put,1.85,5000,4250,1.21519,1.21513,2020-05-18 11:55:11.650,2020-05-18 12:00:00.000
trader C,GBP/JPY,Closed,Put,1.9,1000,900,138.953,138.906,2020-06-08 06:49:59.600,2020-06-08 06:52:59.600
trader C,EUR/USD,Closed,Put,1.95,1000,-1000,1.10113,1.10123,2019-11-25 14:43:01.850,2019-11-25 14:44:01.850
trader C,EUR/AUD,Closed,Call,1.85,1000,850,1.62308,1.62437,2020-11-23 16:00:02.400,2020-11-23 16:10:00.000
trader C,EUR/USD,Closed,Put,1.88,1000,880,1.11371,1.11366,2019-12-19 09:55:16.010,2019-12-19 10:00:00.000
trader C,USD/JPY,Closed,Put,1.95,1000,-1000,108.075,108.079,2019-09-13 15:04:14.040,2019-09-13 15:05:14.040
trader C,NZD/JPY,Closed,Put,1.9,1000,900,72.222,72.22,2020-11-23 12:20:30.930,2020-11-23 12:21:30.930
trader C,EUR/GBP,Closed,Put,1.85,4000,3400,0.87338,0.8733,2020-05-11 05:30:14.390,2020-05-11 05:35:00.000
trader C,AUD/JPY,Closed,Put,1.88,1000,880,73.942,73.922,2019-10-17 08:05:00.010,2019-10-17 08:10:00.000
trader C,USD/CHF,Closed,Put,1.85,5000,-5000,0.97267,0.97304,2020-04-27 10:50:01.370,2020-04-27 10:55:00.000
trader C,GBP/AUD,Closed,Call,1.88,20000,-20000,1.94128,1.93534,2020-03-03 14:59:59.070,2020-03-03 15:05:00.000
trader C,EUR/USD,Closed,Call,1.85,1000,-1000,1.08439,1.08432,2020-04-27 07:11:40.670,2020-04-27 07:15:00.000
trader C,EUR/AUD,Sold,Put,1.85,1000,-785.476,1.55128,1.55142,2021-04-19 16:36:33.280,2021-04-19 16:38:42.797
trader C,USD/JPY,Closed,Put,1.9,4000,-4000,106.939,106.943,2020-05-14 01:20:09.340,2020-05-14 01:23:09.340
trader C,EUR/JPY,Closed,Put,1.88,1000,880,121.141,121.122,2020-01-24 08:10:11.870,2020-01-24 08:15:00.000
trader C,AUD/USD,Closed,Put,1.88,1000,880,0.6865,0.68642,2019-09-16 15:16:01.140,2019-09-16 15:20:00.000
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,109.882,109.874,2021-04-08 00:01:00.580,2021-04-08 00:02:00.580
trader C,EUR/USD,Closed,Put,1.88,3000,2640,1.09623,1.0962,2019-10-09 01:35:00.490,2019-10-09 01:40:00.000
trader C,AUD/JPY,Closed,Put,1.85,1500,-1500,83.813,83.821,2021-04-01 08:05:28.790,2021-04-01 08:10:28.790
trader C,AUD/USD,Closed,Call,2,5000,-5000,0.76256,0.76244,2021-03-23 23:02:10.650,2021-03-23 23:07:10.650
trader C,EUR/JPY,Closed,Call,1.9,1000,-1000,117.454,117.411,2020-04-16 03:45:02.990,2020-04-16 03:48:02.990
trader C,AUD/NZD,Closed,Call,1.85,5010,4258.5,1.06816,1.06818,2020-05-27 13:39:37.670,2020-05-27 13:45:00.000
trader C,EUR/GBP,Closed,Call,1.88,2000,1760,0.86389,0.86416,2019-10-21 06:10:00.590,2019-10-21 06:15:00.000
trader C,EUR/JPY,Closed,Put,1.85,1000,-1000,130.462,130.535,2021-04-16 07:54:33.300,2021-04-16 08:00:00.000
trader C,AUD/JPY,Closed,Call,1.85,3000,2550,68.157,68.171,2020-05-04 04:40:09.080,2020-05-04 04:45:00.000
trader C,AUD/USD,Closed,Put,1.9,1000,-1000,0.73189,0.73195,2020-11-23 02:54:07.920,2020-11-23 02:55:07.920
trader C,EUR/USD,Closed,Put,1.9,1000,-1000,1.1747,1.17473,2021-03-30 06:56:22.320,2021-03-30 06:57:22.320
trader C,AUD/USD,Closed,Call,1.88,1000,880,0.67372,0.67392,2019-10-07 12:20:17.620,2019-10-07 12:25:00.000
trader C,AUD/JPY,Closed,Put,1.9,1200,1080,84.034,84.014,2021-04-19 12:11:59.190,2021-04-19 12:12:59.190
trader C,CAD/JPY,Closed,Put,1.85,1000,-1000,80.704,80.709,2020-12-02 06:26:53.640,2020-12-02 06:30:00.000
trader C,AUD/USD,Closed,Call,1.85,1000,850,0.75879,0.75901,2021-03-25 23:16:41.860,2021-03-25 23:21:41.860
trader C,AUD/USD,Closed,Put,1.85,5000,-5000,0.653,0.65308,2020-05-19 05:35:13.120,2020-05-19 05:40:00.000
trader C,AUD/JPY,Closed,Put,1.85,5000,-5000,67.715,67.729,2020-04-21 16:55:03.800,2020-04-21 17:00:00.000
trader C,EUR/USD,Closed,Call,1.95,1000,-1000,1.10586,1.10582,2019-09-17 16:08:00.200,2019-09-17 16:09:00.200
trader C,AUD/JPY,Closed,Put,1.9,10000,-10000,67.909,67.946,2020-04-22 02:08:03.440,2020-04-22 02:09:03.440
trader C,NZD/JPY,Sold,Put,1.9,1000,-225.36,72.027,72.028,2020-11-23 06:44:50.640,2020-11-23 06:46:07.600
trader C,AUD/USD,Closed,Call,1.85,1000,850,0.77221,0.77266,2021-03-21 23:00:08.700,2021-03-21 23:05:08.700
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,110.656,110.623,2021-04-05 00:45:00.430,2021-04-05 01:00:00.000
trader A,BITCOIN,Closed,Put,2.05,5031,-5031,37588.7,37651.3,2021-06-18 02:36:59.160,2021-06-18 02:39:59.160
trader C,GBP/USD,Closed,Call,1.85,11000,9350,1.2481,1.24855,2020-07-02 07:14:54.250,2020-07-02 07:20:00.000
trader C,USD/JPY,Closed,Call,1.85,1000,850,106.153,106.164,2020-05-07 04:05:00.450,2020-05-07 04:10:00.450
trader C,USD/JPY,Closed,Put,1.95,1000,950,108.849,108.844,2019-10-29 19:13:03.850,2019-10-29 19:14:03.850
trader C,USD/JPY,Closed,Call,1.85,1000,850,109.113,109.12,2021-03-17 05:02:08.850,2021-03-17 05:05:00.000
trader C,EUR/USD,Closed,Put,1.95,1000,-1000,1.21255,1.21263,2021-02-11 18:11:34.150,2021-02-11 18:12:04.150
trader C,EUR/JPY,Closed,Call,1.9,2000,-2000,122.38,122.287,2020-07-20 13:43:01.600,2020-07-20 13:46:01.600
trader C,EUR/USD,Sold,Put,1.88,1000,-104.353,1.10191,1.10189,2019-09-24 17:22:32.010,2019-09-24 17:28:18.317
trader C,AUD/JPY,Closed,Call,1.9,1000,900,82.492,82.529,2021-03-24 07:15:59.710,2021-03-24 07:16:59.710
trader A,BITCOIN,Closed,Call,2.05,6137,-6137,32901.4,32822.8,2021-06-21 07:23:09.920,2021-06-21 07:26:09.920
trader C,GBP/JPY,Closed,Put,1.9,1000,900,131.959,131.925,2020-04-21 16:12:50.970,2020-04-21 16:13:50.970
trader C,NZD/USD,Closed,Put,1.88,2000,-2000,0.63415,0.63417,2019-10-17 13:25:11.040,2019-10-17 13:30:00.000
trader C,USD/JPY,Closed,Put,2.3,3000,3900,108.626,108.622,2021-03-24 00:54:34.700,2021-03-24 00:55:04.700
trader C,EUR/JPY,Sold,Call,1.85,5000,1100.843,116.207,116.217,2020-04-27 03:20:52.190,2020-04-27 03:23:22.683
trader C,USD/CAD,Closed,Call,1.85,1000,-1000,1.30953,1.30878,2020-11-23 16:40:02.290,2020-11-23 16:50:00.000
trader C,AUD/NZD,Closed,Put,1.88,5000,-5000,1.07078,1.07086,2019-10-04 15:34:56.110,2019-10-04 15:45:00.000
trader C,EUR/USD,Closed,Put,1.95,1000,950,1.10049,1.10041,2019-09-16 15:12:59.580,2019-09-16 15:13:59.580
trader C,GBP/JPY,Sold,Put,1.9,1000,-799.474,134.613,134.652,2020-04-14 00:34:06.270,2020-04-14 00:35:10.220
trader C,USD/CAD,Sold,Call,1.88,1000,-160.012,1.32591,1.32591,2019-09-24 04:47:13.810,2019-09-24 04:48:55.890
trader C,USD/JPY,Closed,Put,1.85,3500,2975,109.02,109.011,2019-11-06 10:45:01.420,2019-11-06 10:50:01.420
trader C,USD/JPY,Closed,Call,1.85,1000,-1000,104.284,104.27,2020-11-26 02:56:19.300,2020-11-26 03:00:00.000
trader C,AUD/USD,Closed,Put,1.88,1000,880,0.689,0.68894,2019-11-06 07:00:16.080,2019-11-06 07:05:00.000
trader C,EUR/USD,Closed,Call,1.9,1000,-1000,1.08444,1.08444,2020-04-27 08:09:17.550,2020-04-27 08:09:17.550
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,107.235,107.197,2020-05-15 03:34:03.550,2020-05-15 03:34:03.550
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,107.283,107.265,2020-05-15 03:12:02.500,2020-05-15 03:12:02.500
trader C,GBP/JPY,Closed,Call,1.85,1500,-1500,140.049,140.032,2019-10-29 17:55:02.020,2019-10-29 18:00:02.020
trader C,GBP/AUD,Sold,Put,1.85,1000,-688.546,1.78005,1.78027,2021-04-15 15:22:57.720,2021-04-15 15:28:23.967
trader C,AUD/USD,Closed,Put,1.95,1000,950,0.67922,0.6792,2019-09-24 11:07:58.860,2019-09-24 11:08:58.860
trader C,USD/JPY,Sold,Put,1.85,1000,643.5424,108.532,108.521,2021-03-24 04:09:59.290,2021-03-24 04:09:59.290
trader C,USD/JPY,Closed,Call,1.85,1000,850,109.013,109.029,2021-03-19 02:07:46.350,2021-03-19 02:15:00.000
trader C,GBP/USD,Closed,Put,1.85,1000,850,1.22958,1.22945,2020-05-13 06:38:27.590,2020-05-13 06:45:00.000
trader C,USD/JPY,Closed,Put,1.9,1000,900,104.628,104.585,2021-02-09 14:42:00.860,2021-02-09 14:45:00.860
trader C,USD/JPY,Closed,Put,1.85,1000,850,107.132,107.131,2020-05-18 03:23:05.060,2020-05-18 03:28:05.060
trader C,AUD/JPY,Closed,Put,1.9,5000,4500,68.438,68.422,2020-04-24 01:45:02.300,2020-04-24 01:46:02.300
trader C,EUR/JPY,Closed,Put,1.88,20000,17600,118.372,118.351,2020-03-13 04:44:20.030,2020-03-13 04:55:00.000
trader C,CHF/JPY,Closed,Call,1.85,5000,4250,111.091,111.118,2020-05-19 14:09:52.410,2020-05-19 14:15:00.000
trader C,NZD/JPY,Closed,Put,1.85,1000,850,71.82,71.817,2020-11-17 17:30:01.230,2020-11-17 17:35:00.000
trader C,EUR/USD,Closed,Put,1.95,1000,950,1.1107,1.11059,2019-10-29 18:11:59.940,2019-10-29 18:12:59.940
trader C,EUR/USD,Closed,Put,1.88,30000,26400,1.1161,1.1142,2020-03-02 13:40:18.780,2020-03-02 13:50:00.000
trader C,EUR/JPY,Closed,Call,1.85,1500,-1500,120.6,120.599,2019-10-29 10:00:00.540,2019-10-29 10:05:00.540
trader C,CHF/JPY,Closed,Call,1.85,11000,9350,112.846,112.93,2020-06-23 12:51:11.060,2020-06-23 12:55:00.000
trader C,NZD/JPY,Closed,Call,1.88,2000,1760,67.555,67.592,2019-10-08 10:19:43.490,2019-10-08 10:25:00.000
trader C,NZD/JPY,Closed,Call,1.9,1200,1080,71.163,71.182,2020-09-04 01:33:38.030,2020-09-04 01:34:38.030
trader C,AUD/USD,Sold,Put,1.85,1000,170.959,0.72889,0.72878,2020-11-11 08:30:58.620,2020-11-11 08:33:14.227
trader C,EUR/USD,Closed,Put,1.85,1500,-1500,1.11563,1.11563,2019-10-31 23:45:00.040,2019-10-31 23:50:00.040
trader C,USD/JPY,Closed,Put,1.85,4000,-4000,107.794,107.809,2020-05-20 03:39:04.490,2020-05-20 03:44:04.490
trader C,USD/JPY,Closed,Put,1.85,2000,1700,108.831,108.826,2019-11-05 06:50:01.040,2019-11-05 06:55:01.040
trader C,NZD/JPY,Closed,Put,1.9,2000,-2000,63.873,63.894,2020-05-14 02:03:07.760,2020-05-14 02:04:07.760
trader C,CAD/JPY,Closed,Call,1.85,1000,-1000,76.226,76.202,2020-05-15 08:35:36.430,2020-05-15 08:40:00.000
trader C,GOLD,Closed,Put,1.85,1000,-1000,1708.23,1708.54,2021-03-31 16:02:21.080,2021-03-31 16:05:00.000
trader C,EUR/JPY,Closed,Put,1.85,1000,-1000,115.604,115.615,2020-05-08 13:04:59.040,2020-05-08 13:10:00.000
trader C,AUD/USD,Closed,Put,1.88,1000,-1000,0.68557,0.68565,2019-12-03 08:50:01.880,2019-12-03 08:55:00.000
trader C,USD/JPY,Closed,Put,1.85,3700,3145,109.196,109.177,2019-11-05 18:54:59.830,2019-11-05 18:54:59.830
trader C,EUR/AUD,Closed,Put,1.88,1000,-1000,1.62236,1.62249,2019-11-15 07:21:57.720,2019-11-15 07:35:00.000
trader C,GBP/JPY,Closed,Put,1.85,1900,1615,140.201,140.192,2019-11-05 03:49:59.870,2019-11-05 03:54:59.870
trader C,GOLD,Closed,Put,1.88,1000,-1000,1494.35,1494.81,2019-10-23 08:40:00.350,2019-10-23 08:45:00.000
trader C,USD/JPY,Closed,Put,2.3,5000,-5000,109.033,109.051,2021-03-15 00:54:35.340,2021-03-15 00:55:05.340
trader C,GBP/JPY,Closed,Put,1.85,1500,-1500,139.883,140.162,2019-10-29 10:54:59.940,2019-10-29 10:54:59.940
trader C,GBP/JPY,Closed,Call,1.85,7800,6630,140.271,140.308,2019-11-05 14:15:00.790,2019-11-05 14:20:00.790
trader C,USD/CHF,Closed,Put,1.85,5000,4250,0.97445,0.97442,2020-05-14 10:10:13.210,2020-05-14 10:15:00.000
trader C,GBP/USD,Closed,Put,1.85,1000,850,1.2363,1.23528,2020-05-12 10:26:42.840,2020-05-12 10:30:00.000
trader C,USD/JPY,Closed,Call,1.9,1000,900,107.117,107.139,2020-07-22 13:33:34.740,2020-07-22 13:36:34.740
trader C,EUR/JPY,Closed,Put,1.85,5000,-5000,115.995,116.012,2020-04-24 02:45:05.580,2020-04-24 02:50:00.000
trader C,USD/JPY,Closed,Call,1.95,1000,950,108.101,108.102,2019-09-13 19:13:24.150,2019-09-13 19:14:24.150
trader A,BITCOIN,Closed,Put,2.05,5554,5831.7,32956.8,32941,2021-06-21 07:09:57.120,2021-06-21 07:12:57.120
trader C,USD/JPY,Closed,Call,1.88,1000,880,108.838,108.846,2019-10-29 16:06:13.970,2019-10-29 16:10:00.000
trader A,BITCOIN,Closed,Put,2.05,4900,5145,37721.5,37696.8,2021-06-18 10:32:02.990,2021-06-18 10:35:02.990
trader C,AUD/USD,Closed,Call,1.9,1000,900,0.77591,0.77611,2021-03-18 23:01:28.030,2021-03-18 23:04:28.030
trader C,USD/JPY,Closed,Put,1.85,1000,-1000,107.308,107.366,2020-05-18 12:06:54.570,2020-05-18 12:15:00.000
trader C,USD/JPY,Closed,Put,1.85,1000,850,108.009,108.008,2021-04-26 12:00:00.360,2021-04-26 12:05:00.000
trader C,USD/JPY,Closed,Call,1.88,1000,-1000,108.648,108.637,2019-10-18 09:55:00.110,2019-10-18 10:00:00.000
trader C,USD/JPY,Closed,Put,1.9,1000,-1000,107.131,107.135,2020-05-18 03:23:07.400,2020-05-18 03:26:07.400
trader C,AUD/USD,Closed,Put,1.85,3500,2975,0.64988,0.64942,2020-05-07 15:50:05.810,2020-05-07 15:55:00.000
trader C,EUR/USD,Closed,Call,1.88,20000,17600,1.08473,1.08576,2020-03-19 07:59:39.490,2020-03-19 08:05:00.000
trader C,USD/JPY,Closed,Put,2.3,5000,6500,109.855,109.843,2021-03-30 00:54:37.310,2021-03-30 00:55:07.310
trader C,USD/JPY,Closed,Call,1.85,1000,850,108.731,108.758,2021-03-24 23:30:04.100,2021-03-24 23:35:00.000
trader C,USD/JPY,Closed,Put,1.9,1000,-1000,107.989,108.012,2021-04-26 11:54:02.090,2021-04-26 12:00:00.000
trader C,GBP/USD,Closed,Put,1.88,2000,-2000,1.28762,1.28853,2019-10-23 07:09:59.790,2019-10-23 07:15:00.000
trader A,BITCOIN,Closed,Put,2.05,6049,-6049,37589,37685,2021-06-18 10:29:40.390,2021-06-18 10:32:40.390
trader C,USD/JPY,Closed,Put,1.85,10000,-10000,107.66,107.749,2020-04-21 13:15:10.120,2020-04-21 13:20:00.000
trader C,EUR/USD,Closed,Put,1.85,1000,850,1.0774,1.07735,2020-04-24 02:45:59.900,2020-04-24 02:50:00.000
trader C,CAD/JPY,Closed,Put,1.85,1000,-1000,80.817,80.831,2020-12-02 07:15:03.390,2020-12-02 07:20:00.000
trader C,EUR/USD,Closed,Call,1.85,1000,850,1.19669,1.19677,2021-04-15 23:00:11.910,2021-04-15 23:05:11.910
trader B,EUR/USD,Closed,Call,1.85,37000,31450,1.19209,1.19225,2021-06-23 02:25:02.920,2021-06-23 02:30:02.920
trader C,NZD/USD,Closed,Put,1.85,1000,850,0.71918,0.71906,2021-04-23 12:55:01.420,2021-04-23 13:00:00.000
trader B,GBP/AUD,Closed,Call,1.85,35000,29750,1.84551,1.84555,2021-06-22 18:46:59.640,2021-06-22 19:00:00.000
trader C,EUR/USD,Closed,Put,1.88,2000,-2000,1.11235,1.1124,2019-10-30 10:45:10.550,2019-10-30 10:50:00.000
trader C,USD/JPY,Closed,Put,1.9,2000,-2000,106.371,106.375,2020-05-07 07:51:00.490,2020-05-07 07:54:00.490
trader C,NZD/JPY,Closed,Put,1.85,1000,850,70.161,70.127,2020-06-10 00:20:09.940,2020-06-10 00:25:00.000
trader C,USD/JPY,Sold,Call,1.85,1000,142.217,104.58,104.595,2020-11-16 14:41:42.340,2020-11-16 14:45:50.383
trader C,EUR/USD,Closed,Put,1.85,1000,-1000,1.18303,1.1831,2020-11-16 14:28:04.930,2020-11-16 14:35:00.000
trader C,USD/JPY,Closed,Call,1.85,1000,-1000,107.43,107.409,2020-05-12 02:56:06.460,2020-05-12 03:01:06.460
trader C,EUR/JPY,Closed,Call,1.9,1000,900,118.182,118.239,2020-04-09 06:47:00.040,2020-04-09 06:50:00.040
